Nome,Jogadores_Range,Melhor_em_dados,No. Jogadores,Categoria,Categoria_Display,Image,BGG,Ludopedia,Regras,BiriDeck,BiriDeck_Display,BD_Adaptação,Magana,Conta_Notas,Dummy1,Dummy2,Dummy3,Dummy4,Dummy5,Dummy6,Dummy7,Dummy8,Dummy9,Dummy10,Media,Emoji_Media,Subtitulo,Alex,Bia,Ênyo,Fel,Júlio,Leo,Narumi,Torselli,Nome Alt,Fabrício,Resumo_Vaza,Com Resumo,Jorge O.,Mecânicas Secundárias,Resumo_Outros,Aline,Alison,Bruno Menezes,Daniel,Diego,Fernando,Gustavo,Ju Palmares,Kennedy,Luís Francisco,Marco Portugal,Paty,Paulo,Renato,Thom Bellotto,Zanferrari,Amábili,André,Arthur,BH,Bruno Carvalho,Bruno Feitosa,Bruno Fernandes,Bruno Sia,Flávio,Ítalo,Jorge F.,Luís Tanaka,Mauro,Nan Te,Perdomo,Studart,Targino,Thom Cunha,BD_Informação,Walter,Breno Carvalho,Carla,Eurico,Fernanda,Marcelo Lee,Matias,Mauricio I.,Otávio,Pablo,Riva,BD_PlayerAid,Resumo_Climbing,Lucas,BD_PA_Img,Pagat
Salty,3 - 4 jogadores,,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/XO_rlW1yaoKtcCAo3ErgYQ__imagepage/img/f5CHaP340HzONxtQWvLKV3kxbb8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7267463.jpg,https://boardgamegeek.com/boardgame/377858/salty,https://ludopedia.com.br/jogo/salty,https://drive.google.com/file/d/1fFxjahxfR8isSDM__jAoJStLJLq8ObXs/view?usp=drive_link,,,,5,38,,,,,,,,,,,"4,2105263158",⭐⭐⭐,"3 - 4 jogadores, ⭐⭐⭐ (38) - ",4,4,5,5,3,4,5,4,,4,,,3,,,4,4,4,3,5,5,3,,,,5,3,5,,4,4,4,4,4,,5,2,,5,5,,5,4,4,1,,,3,5,,5,5,4,5,4,5,5,,,5,4,,,,,
Sambiki Saru,3 jogadores,3,3,Vaza,  Vaza,https://storage.googleapis.com/ludopedia-imagens-jogo/5074e_271365_m.jpg,,https://ludopedia.com.br/jogo/sambiki-saru,https://drive.google.com/file/d/1k9LxqwxESYtmratR1Pf_nNkImPLDdWsS/view?usp=drive_link,,,,3,11,,,,,,"2,5","2,5","2,5","2,5","2,5","2,71875",⭐,"3 jogadores, ⭐ (11) - ",3,,,,2,,3,,,2,,,,,,3,2,,,,3,3,,,,,,,,,4,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,
Sandbag,3 - 6 jogadores,"5, 6","3, 4, 5, 6",Vaza,📝  Vaza,https://cf.geekdo-images.com/9Zh18KLseOtuXDA8c_XqAw__imagepage/img/yBp2cKuMdCdr3qbhxAC4Uujk-l0=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7984507.jpg,https://boardgamegeek.com/boardgame/412381/sandbag,https://ludopedia.com.br/jogo/sandbag,https://drive.google.com/file/d/1CQhZE16HiPlf5yrHY1BYvGDrr0nwbIgq/view?usp=drive_link,,,,3,6,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3461538462",👍🏻,"3 - 6 jogadores, 👍🏻 (6) - ",,,2,,,,,1,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- 3 jogadores: remova um naipe e utilize 4 cartas de Foguete -5.
- 4 jogadores: utilize 5 cartas de foguete -5
- 5-6 jogadores: utilize 5 cartas de foguete -7


**Distribuir Cartas:**
- Embaralhar e distribuir todo o baralho igualmente.


**Bid:**
- N/A


**Passar:**
- 1 carta para cada jogador vizinho.


**Informações Adicionais:**
- Cada jogador coloca 3 cartas viradas para baixo: duas na vertical e uma na horizontal (Sandbag). Revela simultaneamente as duas verticais.
- O jogador inicial é o que tem a maior carta de trunfo nas cartas reveladas.
- Nas rodadas 2 e 3, o jogador pode colocar uma carta a mais como Sandbag a cada 10 pontos.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow de cartas da mão.


**Trunfo:**
- Sim, a cor mais prevalente entre as abertas. Se houver empate, a maior soma. Se persistir empate, todas as cores empatadas.


**Quem vence a vaza:**
- Maior trunfo, se não houver, maior carta da cor inicial.


**Desempate:**
- A primeira jogada.


**Quem torna:**
- Quem venceu a vaza. Deve pegar todas as cartas e deixar os foguetes virados para cima.


**Quem começa a próxima rodada:**
- Quem tiver o maior trunfo na cesta.


**Informações Adicionais:**
- Cartas Sandbag (viradas para baixo) sempre podem ser jogadas e nunca vencem a vaza. Seus valores não são revelados. Se todos jogarem, ninguém faz a vaza.
- Foguetes sempre podem ser jogados. Caso só tenham foguetes, o primeiro jogado vence a vaza.
- Um jogador pode trocar uma carta por uma aberta de outro jogador que deve ser jogada imediatamente. Só pode fazer isso se não tiver carta do naipe inicial (ou tiver somente uma usada para trocar), ou se a carta trocada for do naipe inicial. A carta usada para a troca é jogada de face para baixo. A carta trocada deve ser jogada imediatamente.
- A rodada acaba quando todas as cartas forem jogadas, exceto das cestas.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- 1 ponto por carta virada pra baixo (inclusive na cesta)
- valor das cartas viradas para cima (em pontos)
- foguetes (5 ou 7 pontos negativos cada, dependendo do número de jogadores).


**Fim de Jogo:**
- 3 rodadas


**Quem vence o jogo:**
- Quem fizer **menos** pontos vence.


**Desempate:**
- Quem fizer menos pontos na 3a, 2a e 1a rodada respectivamente.

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,2,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sansu Jiangshi,3 - 5 jogadores,,"3, 4, 5",Shedding,📝  Shedding,https://cf.geekdo-images.com/K64AcpA0dhdj-D3ld0rrcw__imagepage/img/Aa3e55UGagBmStGHbnYlg13U0XM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8195526.jpg,https://boardgamegeek.com/boardgame/420900/sansukiyonshi-sansu-jiangshi,https://ludopedia.com.br/jogo/sansu-jiangshi,https://drive.google.com/file/d/1rBylYoWWLRDAhAAb7VDUbqKQVrqgGUSu/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3181818182",👍🏻,"3 - 5 jogadores, 👍🏻 (2) - ",,,,,2,,,1,サンスーキョンシー,,,📝,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- N/A


**Distribuir Cartas:**
- 6 cartas por jogador.


**Informações Adicionais:**
- Selecione aleatoriamente 3 cartas iniciais e coloque-as formando uma coluna.
- Avançado: coloque aleatoriamente um token sobre cada uma delas.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Como Jogar:**
- O jogador pode jogar: 
    - 1 carta, com número consecutivo e superior/inferior à carta imediatamente adjacente.
    - 2 cartas juntas, com o valor sendo a soma dos números (alguns números podem ser cobertos).
    - 1 carta com o mesmo valor de 2 cartas estejam juntas na mesa - o jogador substitui a sua carta pelas da mesa e pega da mesa para a mão.
- As cartas adjacentes (horizontal ou vertical) devem ser sempre de cores diferentes. Se houver 2 cartas, considerar ambas as cores.
- Caso um jogador jogue a 3ª (ou maior) carta da fila, ele compra uma carta.
- Caso um jogador jogue o 8° número diferente ou a 6ª cor diferente de uma fila, essa fila é reiniciada, restando somente a última carta jogada, que deve ser colocada em algum lugar válido (adjacente às outras fileiras, e sem ter a mesma cor adjacente). O jogador que jogou esta carta compra uma carta. Caso esta carta seja a 3ª ou maior, o jogador compra 2 cartas (uma por cada condição).
- Assim que uma carta inicial tiver seu valor definido, utilize os tokens para marcar.


**Fim da Rodada:**
- N/A (Somente uma rodada)


**Quem começa a próxima rodada:**
- N/A


------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Quando um jogador não tiver uma jogada válida, ele é eliminado o jogo. O último jogador que restar vence a partida.


**Fim de Jogo:**
- Quando restar somente um jogador.


**Quem vence o jogo:**
- O jogador que restou.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/TtyvVMRka2t5skvkF0jYvA__imagepage/img/VpcOHgHsmg0hXb4F_phRLsbIN_o=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5437527.jpg,https://boardgamegeek.com/boardgame/306363/santa-fe,https://ludopedia.com.br/jogo/santa-fe-i,,,,,2,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,625",⭐,"3 - 5 jogadores, ⭐ (3) - ",,,,,,,,,Mexican Standoff,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
Santa Timea,2 - 5 jogadores,,"2, 3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/xmYYD6oUM0__TA2g4vP2ig__imagepage/img/xzc8hShSU1VYtr4w6zkxXg2lwkQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic605554.jpg,https://boardgamegeek.com/boardgame/55820/santa-timea,https://ludopedia.com.br/jogo/santa-timea,,,,,3,7,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3928571429",👍🏻,"2 - 5 jogadores, 👍🏻 (7) - ",1,,,,3,,,1,,,,,,,,,,,,,,3,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapotagem,3 - 6 jogadores,,"3, 4, 5, 6",Vaza,  Vaza,https://cf.geekdo-images.com/vicebqTtiEIobeiCU2nEnw__imagepage/img/znNEzn85Qu1i-W89ElVLCvoVo00=/fit-in/900x600/filters:no_upscale():strip_icc()/pic2739479.jpg,https://boardgamegeek.com/boardgame/186089/sapotagem,https://ludopedia.com.br/jogo/sapotagem,https://drive.google.com/file/d/1Gu3DzdZ6VY45pQmS0ogNhggwBg46i-an/view?usp=drive_link,,,,3,15,,,,,,,,"2,5","2,5","2,5","2,4722222222",👍🏻,"3 - 6 jogadores, 👍🏻 (15) - ",,3,2,2,,,2,,,2,,,,,,,1,,2,,,2,,,2,2,,,3,3,3,,,,,,,,,4,,,3,,,,,,3,,,,,,,,,,,,2,,,,,
Satori,3 - 4 jogadores,,"3, 4",Vaza,📝  Vaza,https://cf.geekdo-images.com/dqdRz1U1YvlXvUkBzumC-g__imagepage/img/Qn8DptP0cOG_fQTFXljcwKxo8F4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8197288.jpg,https://boardgamegeek.com/boardgame/420924/satori-satori,https://ludopedia.com.br/jogo/satori-i,https://drive.google.com/file/d/1kEBlxLTmQqRF5tBwbxx3VdeU3BlqhmQ7/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,375",👍🏻,"3 - 4 jogadores, 👍🏻 (3) - ",,,,,4,,,1,サトリ,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- 3 jogadores: remover 10-12 de cada naipe (12 cartas)


**Distribuir Cartas:**
- Embaralhar o naipe de trunfo (estrela) separado dos outros 3.
- Distribuir 3 cartas de trunfo/jogador e 9 das restantes.
- Cada jogador descarta 2 cartas. Embaralhar as descartadas com as 2 restantes e distribuir uma para cada jogador.
- Cada jogador ficará com 11 cartas na mão.


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- N/A

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow


**Trunfo:**
- Sim, Estrela.


**Quem vence a vaza:**
- Maior trunfo; se não houver, maior carta da cor incial.


**Desempate:**
- Carta jogada primeiro (em caso de 0 ou 13 iniciais)


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- O jogador à esquerda do último jogador inicial.


**Informações Adicionais:**
- Nunca pode abrir com trunfo.
- Se você só tiver trunfo na mão, você fica iluminado e sai da rodada. O próximo jogador à esquerda inicia a vaza.
- Quando sobrar somente um jogador, a rodada acaba. Ele não é considerado iluminado.
- 13 - se iniciar a vaza, você pode remover todas as suas cartas de estrela das cartas ganhas. Pode ser seguido por qualquer carta. 0 não é obrigado a seguir.
- 0 - se iniciar a vaza, pode ser seguido por qualquer carta. 13 não é obrigado a seguir. Quando um jogador se tornar iluminado, quem tiver esta carta pode descartar para se tornar iluminado também.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Iluminado:
    -  +2 pontos por ter se tornado iluminado
    - -1 ponto por vaza que não tiver estrela
    - +2 pontos por vaza que tiver estrela
    - 0 vazas = 0 pontos.
- Não Iluminado:
    - +1 ponto por vaza que não tiver estrela
    - -1 pontos por vaza que tiver estrela
    - 0 vazas = 3 pontos.


**Fim de Jogo:**
- Número de rodadas = jogadores


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage Bowl Trick Taking Game,4 - 5 jogadores,5,"4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/B6HSRi9cpywzF1cucLdgpQ__imagepage/img/Fg-yKltnPPtzH7eoe0mN7GsEEjA=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7443367.jpg,https://boardgamegeek.com/boardgame/383791/savage-bowl-trick-taking-game,https://ludopedia.com.br/jogo/savage-bowl-trick-taking-game,https://drive.google.com/file/d/1TctR8F18JAwUyRZMd0JSGLZP4T8v_N0u/view?usp=drive_link,"{CB}
- {Az} {Pt} {Lj} {Vd} : **[1-13]**
- {Rs} : **[1-8]**
- {Am} : **1 x Carta de Cor**
- **5 x [X]** --> Camaleão
- {Ai} : **[1-2]** --> bônus
- **1 Cubo x 5 Cores** --> marcar pontos
- **Trilha de Pontuação**","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[1-13]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/F_frtt11.png"" style=""height:23px; width:23px; display: inline;""> : **[1-8]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **1 x Carta de Cor**
- **5 x [X]** --> Camaleão
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/H_ny9fxn.png"" style=""height:23px; width:23px; display: inline;""> : **[1-2]** --> bônus
- **1 Cubo x 5 Cores** --> marcar pontos
- **Trilha de Pontuação**",✅✅✅,5,27,,,,,,,,,,,"4,4444444444",⭐⭐⭐,"4 - 5 jogadores, ⭐⭐⭐ (27) - ✅✅✅",4,4,5,5,3,,4,5,,5,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- 4 jogadres: 12 e 13 dos 4 naipes (8 cartas)


**Distribuir Cartas:**
- 13/12 para 4/5 jogadores, além de uma carta de camaleão.


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- Colocar a carta Runaway Card de 2 pontos (4/5 jogadores) e a de 1 ponto (5 jogadores).

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow


**Trunfo:**
- Sim, Roxo


**Quem vence a vaza:**
- Maior trunfo; se não houver, maior carta da cor incial.


**Desempate:**
- Quem jogou antes (somente camaleão)


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- Quem pegou a carta de bônus de 2 pontos.


**Informações Adicionais:**
- Nas 5 primeiras vezas, vence a segunda maior carta. A maior carta pega o cartão amarelo, descarta uma carta e não participa da próxima vaza.
- Da sexta vaza em diante, vence a maior carta.
- O primeiro jogador que vencer 3/2 vazas (4/5 jogadores) recebe a carta Runaway Champ de 2 pontos. Em 5 jogadores, o segundo recebe a carta de 1 ponto.
- Os jogadores que vencerem mais de 3/2 vazas estão fora da rodada e devem descartar sua mãos. O próximo jogador à esquerda inicia a vaza.
- Camaleão: joga junto com uma carta qualquer. Copia a cor da última carta jogada. Não pode abrir vaza com ela. Só pode ser usada 1 vez por rodada.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- 1/2/3/4/5 para a rodada 1/2/3/4/5, para aqueles que fizerem exatamente 3/2 vazas (4/5 jogadores).
- Eventuais bônus das Runaway Cards.


**Fim de Jogo:**
- Rodadas = número de jogadores ou até um jogador alcançar 10 pontos.


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- Runaway Champ card de 2 pontos, depois de 1 ponto. Senão, compartilham a vitória.

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,,,,5,5,,5,,4,5,5,,,3,,,3,5,,3,5,3,4,,5,,,5,,,5,,5,,,,5,,,5,5,,4,5,,,,4,,,,,,
Savana,2 - 4 jogadores,"2, 3, 4","2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/emMte7hInDaFX9atRjuA4A__imagepage/img/o4JH0jnHr5FNvOVK-61Kcov0emw=/fit-in/900x600/filters:no_upscale():strip_icc()/pic4323868.jpg,https://boardgamegeek.com/boardgame/258756/savana,https://ludopedia.com.br/jogo/savana,https://drive.google.com/file/d/1YQmWzUnwIrUgG6lqCH7OwDOqhKpyqgTP/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 - 4 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Say Fuu,3 jogadores,3,3,Vaza,  Vaza,https://cf.geekdo-images.com/FBcbtuUZwy0GsgBXe81srQ__imagepage/img/Ji6AtMlPUyMW12TrFp3jwpRo2ss=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7537282.jpg,https://boardgamegeek.com/boardgame/389728/say-fuu,https://ludopedia.com.br/jogo/say-fuu,,,,,,0,,,,,,,,,,,,,"3 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan,2 - 4 jogadores,,"2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/pWLX6Wc3PXa1ppooxKTbeA__imagepage/img/f9wz0tCrbfuW1tS9G7zu9JmL294=/fit-in/900x600/filters:no_upscale():strip_icc()/pic1510752.jpg,https://boardgamegeek.com/boardgame/2354/scan,https://ludopedia.com.br/jogo/scan,,,,,,0,,,,,,,,,,,,,"2 - 4 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schadenfreude,3 - 5 jogadores,3,"3, 4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/iKHbKzSUhqLlIT_PaXMcyA__imagepage/img/O6h_7dlCwy3Ei-4SyveJ3Soo73s=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7758050.jpg,https://boardgamegeek.com/boardgame/324711/schadenfreude,https://ludopedia.com.br/jogo/schadenfreude,https://drive.google.com/file/d/1FivzNisMsU5O7--tfpqRUHvpb0iLNehv/view?usp=drive_link,"{CB}
- {Az} {Pt} {Lj} {Vd} : **[-3, -2, -1, 1-9]**
- {Ai} : **[0,10]**
- **1 Cubo x 5 Cores** --> marcar pontos
- **Trilha de Pontuação**","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[-3, -2, -1, 1-9]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/H_ny9fxn.png"" style=""height:23px; width:23px; display: inline;""> : **[0,10]**
- **1 Cubo x 5 Cores** --> marcar pontos
- **Trilha de Pontuação**",✅✅✅,4,30,,,,,,,,,,,"4,5",⭐⭐⭐,"3 - 5 jogadores, ⭐⭐⭐ (30) - ✅✅✅",5,5,4,5,5,,5,4,,4,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- 3 jogadores: [-2, -1, 9] x 4 cores (12 cartas)


**Distribuir Cartas:**
- 12 / 10 para 3-4 / 5 jogadores.


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- Cada jogador escolhe uma peça e coloca no 0 da trilha de pontuação.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow


**Trunfo:**
- Não


**Quem vence a vaza:**
- Aquele que jogar a **segunda** maior carta do naipe inicial. Caso haja somente uma carta do naipe inicial, o jogador inicial vence a vaza.


**Desempate:**
- N/A


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- O jogador com a menor pontuação.


**Informações Adicionais:**
- 0 e 10 seguem qualquer cor. Não é obrigado a jogar. Se iniciar a vaza, próxima carta define a cor.
- O vencedor da vaza pega a carta que jogou e todas as que forem jogadas fora do naipe e as coloca viradas para cima à sua frente.
- Caso haja na frente de uma jogador 2 cartas de mesmo valor, elas se cancelam e são descartadas.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Cada jogador soma as cartas à sua frente e registra na trilha de pontuação.


**Fim de Jogo:**
- Quando um ou mais jogadores superar 40 pontos.


**Quem vence o jogo:**
- O jogador que estiver mais próximo ou exatamente em 40 pontos, sem superar esse valor.


**Desempate:**
- Caso dois jogadores estejam empatados, nenhum dos dois vence a partida e o próximo jogador mais próximo de 40 é o vencedor.

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,4,,,,5,5,5,4,3,5,5,5,,3,,4,,5,3,4,,4,5,,,4,,5,,,4,,,,5,,5,,,5,1,,4,4,,,,4,,,,,,
Scharfe Schoten,3 - 4 jogadores,"3, 4","3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/B0SpXGsuBHiGgTF2Kdrb8Q__imagepage/img/UsfvL6vKCXaTfPlXnjK6byrl08k=/fit-in/900x600/filters:no_upscale():strip_icc()/pic1939173.jpg,https://boardgamegeek.com/boardgame/153480/scharfe-schoten,https://ludopedia.com.br/jogo/scharfe-schoten,https://drive.google.com/file/d/1Rw1LKUa6_zz2ZbVhdPejHgjMQP2BeRlx/view?usp=drive_link,"{CB}
- {Az} {Pt} {Lj} {Vd} : **[1-12] {Verso}**
- {Cz} : **[1-12]** --> trunfo
- {Az} {Pt} {Lj} {Vd} : **[cor]** x 5 --> trunfo, apostas","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[1-12] {Verso}**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/Z_wqjell.png"" style=""height:23px; width:23px; display: inline;""> : **[1-12]** --> trunfo
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[cor]** x 5 --> trunfo, apostas",✅✅,4,8,,,,,"2,5","2,5","2,5","2,5","2,5","2,5","3,1428571429",⭐,"3 - 4 jogadores, ⭐ (8) - ✅✅",,,,1,4,,4,4,,3,,,,,,,,,4,,,,,,,3,,5,4,,,,,,,,,4,,,,,,,,,,,,"#### Informações Adicionais
- Cada jogador recebe 1 carta [cor] de cada. Para o bid, coloca uma na vertical (maior) sobreposta à outra na horizontal (menor)",,,,,,,,,,,,,,,,
